cosmos16vr46gcv39ns39wp43eflsqsvrm9cmh2r8gynx,5.72690742
cosmos166wh24che2vde7jkx6gx0k6drduskhkxxv504l,4.29804898
cosmos13sm3pgu2lgqjjjg40k046dnkw5rl9ycqm772l6,5.31295471
cosmos1g06jtkye02uv3lqyhvyfkqucs7mdrxkz6cxrgq,859.00601328
cosmos1vk8mh2kktdj3qr8whh90mlw0lnl5xktj4d0ncn,54.2308913
cosmos198e7zq5m8yxqee79czsmusu94tqlvk30tgsu68,1.15439063
cosmos1e5autmyyn39rtnu0d6ra78qgundq5kmtr34qe5,777.30549735
cosmos1kvs0385k8dn6yhzcgxt0ad5qxysfw3jfrwuqh0,372.25003679
cosmos19kzeyc7wmsztqaj9f2dasyqqn0gla007f6d4st,227.83508167
cosmos1mkrzjgydsp5nkn364yllpp2a2xqjrce3zffe2m,181.9441887
cosmos1ru6vwkgyxjc94azt8wgedktkf8sql5nf3j4uw6,3.32273515
cosmos1cpfakjegevsnmdjkgjp5kj92wu525lg5j02ngt,26.01426869
cosmos1s2qslv6garwnuqgjdg8faxghuwu32en427krsm,0.09575116
cosmos1h2dprkuvvy06sp4ztkfdl9ja6rxhqeh8vnu09f,385.9265546
cosmos1ytxkwk66rgu87gf78pl2v5x2nt0j7n5xv6p4eu,101.74057576
cosmos1c5mh35s6jtg9xc9lqnk5mcn58mssqzqkqf8my9,180.3022955
cosmos1gl3l78jz7fgjxtrs9ya2f7dmwvj3psu5m2cgk2,80.54000257
cosmos14pffc72cd4qr7yaa5t4n75dgwz2x268k729qd6,637.46882158
cosmos1pz5vljl9f0xr0hp4mrmphsrley6nlu2d4cvxj5,4028.20944335
cosmos1p9nxd9mznkexjzmvvf5rlryjala58velykswq8,139.78735955
cosmos1j0t7qg32drrsqv243sxfjtsfelxegrvhehr9z2,713.19181004
cosmos1knzlzrhx6war3te6y20wd3fht875krwnqqnd98,1985.64102916
cosmos10mvzlyf73har96qm7xw7r9r38xsjl3cjq8yyaq,181.79243262
cosmos1lqpe3pm54a3yqc6deg9e37s3df87gxwuw6de2k,450.52347401
