cosmos1w449whpk9ys5r5fnhpy8rzadfpa0jnh9sptsd5,1122.57349104
cosmos1veez0kh863t870stc4xmke49uku47w4m34pqms,32931.76083982
cosmos126c27lqhhxafz8w4gceadzjrzlgzx9gwuu06qr,3095.27554149
cosmos1ewltl3xcechy7nta7mjxexrm7lwkdxyxlj8a0d,4918.08335583
cosmos1uvwt062hfrmg893dr8n347rvt7w02n9ggu5cm5,2.188459796
cosmos17qt9fvy6ldusn8t2gce2xc90wh3ykjckkqrg5d,2288.92097293
cosmos1mme5u34kd53t4syclka0tqnkjaq37kmcjw03rr,435.52572773
cosmos1vjgrpvdeesa6gzx00l7xws6m03mmclyq8c3hd5,192.46413813
cosmos1pu8fwhtrzy4lz0zmnylwa2mvdft5h6s7334cde,7029.36330001
cosmos1l3yzv6cxsvrnh5wsl76cj49wlju7dkfykkmy77,2.24164571
cosmos16avyfvtyjjzvec40t6vzyca904kjzqffy695mk,5688.09990134
cosmos167wsxxcte77qm95art8z8whmlm0klh3xunpxxq,60662.87067587
cosmos1xufg62wjhhjsk38j8273h7vyucgaz7ydjp0ldp,920.96185264
cosmos1he2qerejuchq8addvss4lh2y2l8up3sew53ng6,2380.37984558
cosmos1h7mz6rjkx86mggxcwvggpflg5w3dx9tawg6xax,12886.28543474
cosmos1nc3jvzkagxue2x0sdn35pgpa5qfa7sf3q3knd7,5402.24040882
cosmos10g5ku0kxtxc7a44uuatrvt92lzcaxpnkj3cpg2,8546.77547688
cosmos1qgvxt59qkq3jhjskn4vl0nma9xfxrqauaswkdx,39576.61568165
cosmos189pynfchghnhex63zaplp8673grydg06egxqu3,64.93622245
cosmos1kq8k6apw04mrfj8g7a5mehdagujc6qjm4l0vsm,4244.97895852
cosmos1waq5r89dvukwuvttcd58r5ul8y8rqfxl9q29ud,11788.2052552
cosmos19kzeyc7wmsztqaj9f2dasyqqn0gla007f6d4st,2180.24825118
cosmos12u0d23ryuzvhlexyq2mhnl5vtd6p29hy2xh65v,108515.1478525
cosmos1fhrcqz6l89s8udy6a6auf4u0yfh33unt4lyn4h,55573.86861195
cosmos1hlgu6a0u9dmgkv4yqft5rk6d23frjq0kju7vyn,167.49302744
cosmos1vfv6q0kt7e6e56f0hgafl0327wgw5ss70869y5,103.90301292
cosmos1c7r238lhtjm9prgfyw60jpyjkjw8n3jldckuu8,113120.98595334
cosmos1vdshvuhfg2swe9kz49h5h2t9gytpyhhkakpqvm,129516.62923914
cosmos1jdmtm6dej4aynqrjy69vl2695ru82u4lfhlzq5,57.53818215
cosmos1l8xtv9r3lxqux75d4wrd9x8vj3fcvh0aqlecrh,687.59487825
cosmos1mvq9pd2a6mgy4pg4r877n3kgugmszme5h300s8,28.64223016
cosmos1jcldg73vd36yyqp2cusshtkmyp63qfyep07nsv,62804.06974238
cosmos10mgd7a7xpyukpe0eufmy0ku8v4ayu7hxpkucqs,4322.40945528
cosmos12tm47mx4uuzp7sajrt3wnu7e32drdpy8wt9cqw,1620354.05138104
cosmos1qle2y7mgtad75vncgaclm8hxvgh6f7tmy3mltr,1921.30986548
cosmos158x4x9u7zrrk9ah6el255g6m2fkpna876txt9e,1.5406408
cosmos1305e96qs5zs62hwdl77sz7kyc4ld44ckg2a80d,1708.12249554
cosmos1fwlqk39z95csmsqzdhcktdn4r0k6tr9ygpw8t0,6902.95882274
cosmos1wngsl8j00pzh2682ktqejnl5jhj3wsw0thy4j9,1.96569026
cosmos15ycedf80uhwafj39nud484ctmc02eq5rkceuxs,359751.26595096
cosmos17mn4wew2uk3hg37euzyq225dwgkea0r0a3uxvl,117546.90824793
cosmos1mkrzjgydsp5nkn364yllpp2a2xqjrce3zffe2m,2901.28602074
cosmos1d33q7gmay57hxxjpvz8e43ys7l2nyktxw7xq9g,2704.00727111
cosmos1ywktvevvvwv3jklv2ecn9xh99rh026jdcnjyvl,157525.3342984
